RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021
394475,29,"Cleveland, OH",Msa,OH,161400,161567,164900,171267,176267,181300,183300,183330,181630,179897,178233,176567,174933,176567,179900,185371,191737,196737,199300,196267,192933,188267,184933,181600,179900,180267,185300,191667,201300,209600,218267,221133,214467,206100,196567,192567,190833,197532,211232,226299,235800,234467
394735,30,"Kansas City, MO",Msa,MO,254183,259910,269077,274093,276342,275509,274342,272133,272800,280633,287317,293317,296617,306633,319933,331283,337917,336267,329950,319950,312967,308267,304967,301967,306343,316343,332627,342617,352617,359633,364933,361600,353300,344767,341100,339100,340285,350585,365902,381583,387950,383967
394775,31,"Las Vegas, NV",Msa,NV,290629,292300,295300,306300,324333,341333,349333,347967,341300,333300,324966,321600,318250,314950,312483,313166,316590,320757,323423,324500,322817,321148,319982,319998,321629,325963,334296,335667,333167,329800,334767,341267,344633,346333,347300,347300,345967,345000,353333,371000,395967,415967
394492,32,"Columbus, OH",Msa,OH,254233,268433,285100,302433,311600,316933,315267,306933,294933,283267,274767,268133,264800,269967,286633,306633,319967,325933,325967,320633,309666,295666,285966,280300,282600,292267,306233,316233,326567,336567,344933,341600,329967,321963,319327,321960,321960,326297,334327,343993,348657,346293
394705,33,"Indianapolis, IN",Msa,IN,210417,215217,227183,251600,272554,284238,279904,270317,260300,249600,239933,233150,229850,234850,248300,266633,281600,286633,284933,279933,275567,270597,265297,258745,257082,262082,273300,283267,291930,302263,311197,316200,310233,299667,287162,279128,276428,279107,285807,294503,299963,301630
395059,34,"San Jose, CA",Msa,CA,1065333,1101000,1151000,1208333,1243333,1259898,1242898,1199498,1149600,1115933,1082333,1048333,1015296,1031963,1065963,1112667,1139000,1155667,1142667,1116333,1099333,1099000,1095629,1071256,1070923,1104627,1162650,1188317,1191150,1207833,1237284,1254450,1254117,1243000,1243000,1226333,1216296,1216296,1233629,1250333,1266667,1282667
394355,35,"Austin, TX",Msa,TX,371197,373115,377599,382400,383844,383845,380648,374803,368558,363754,360119,355475,352610,354243,361309,370589,376975,374714,366351,357082,350675,347178,345096,341895,342212,346199,356905,364621,373284,383396,395221,405253,412587,418878,423929,424857,425716,432843,447667,471000,487667,502210
395194,36,"Virginia Beach, VA",Msa,VA,259750,259663,262221,266721,271869,275463,277762,277794,277471,275172,273391,271578,272387,275463,280514,286180,289709,291295,291295,291295,291004,290713,290713,291004,291295,291328,294565,299422,305896,311753,316609,319816,318848,317870,314058,308800,302890,299857,301523,306567,309930,309963
394902,37,"Nashville, TN",Msa,TN,382318,383714,385415,387559,387559,385857,382284,375785,370910,367643,365942,364045,362377,362377,364045,367447,372245,375648,375115,372018,368615,367107,365100,362377,359315,359621,362343,365712,370510,375649,382455,386164,389567,391268,391268,389533,387884,394604,403627,415963,428300,441733
395005,38,"Providence, RI",Msa,RI,346011,347794,353073,360065,365309,367022,367057,367057,367057,365274,361429,356219,354471,357968,366358,376497,383804,387615,387964,387964,387650,385936,382440,375763,370519,373700,384188,394642,401949,408941,419429,424708,421247,410759,400271,396425,396607,407170,411000,414667,414267,424600
394862,39,"Milwaukee, WI",Msa,WI,216567,219266,227600,239266,249900,256600,258967,255633,250600,244900,238266,233266,231600,234767,238100,238133,238267,238300,239933,239933,236567,232267,227267,222300,219933,221600,231567,241567,251600,258300,263333,260000,254667,246300,242133,235800,232467,231600,236567,243267,256600,267967
394714,40,"Jacksonville, FL",Msa,FL,300963,304930,309963,314633,316333,316300,312967,307963,302663,297997,296167,296163,296330,297830,299921,304755,311755,313967,310633,303933,299630,299463,299160,298160,298310,301613,306283,307133,309133,311830,317496,318863,317833,314667,308997,306993,306993,311630,317267,327233,338600,346633
394849,41,"Memphis, TN",Msa,TN,187576,182804,181246,184140,187321,194924,200013,205611,207234,208792,208951,206088,202936,200710,203541,208315,215949,221070,224251,224219,223901,223870,223901,224219,222661,222629,225778,230549,236211,241651,248012,251893,248076,244895,243305,243273,242127,238790,239300,242333,249333,252667
394935,42,"Oklahoma City, OK",Msa,OK,236174,238234,243041,248226,252725,253720,253720,250972,248944,247219,247220,247188,249561,254369,262953,271542,278203,279611,277585,272949,269824,267764,267799,267799,269516,273636,279130,282681,287145,294046,299729,301275,297559,295176,293253,291440,290229,292744,300297,311997,318330,316629
394807,43,"Louisville-Jefferson County, KY",Msa,KY,232000,240300,253933,266567,274600,276600,274800,271467,267833,265700,261700,256700,253967,257267,266767,278400,287433,291233,289633,284633,277967,269600,259933,252267,248800,253433,264754,278220,290220,296567,299600,297227,288893,278893,266267,259467,256133,261133,269600,278233,284933,287967
394669,44,"Hartford, CT",Msa,CT,274776,279256,287772,293723,297451,297485,297485,297177,295433,293723,290611,288901,287191,288935,292389,299230,304326,310653,310653,310345,306720,304873,301761,298717,296459,296493,302325,309849,320108,328265,338526,345334,345334,341913,336817,333431,330600,332745,339933,348233,351567,346600
395022,45,"Richmond, VA",Msa,VA,298073,298963,306563,318259,325982,329387,329696,327475,322695,315851,311195,309441,309407,311144,319775,331828,343830,348644,349349,344878,338431,330865,326739,326618,329369,334528,341422,350363,360123,370284,377480,381493,380272,379712,379955,383095,386428,390628,394312,394328,391000,382333
394910,46,"New Orleans, LA",Msa,LA,245967,242877,243543,249877,257133,262167,263500,262633,260300,257600,254300,251633,250000,252192,257158,263792,269900,272600,272600,270633,269300,268667,268000,266533,263867,262867,264633,269633,276300,282667,288633,293933,297267,299467,299167,299467,298133,298133,299833,308000,318000,326300
